"ICD10CM","PHECODE","Exl. Phecodes","Excl. Phenotypes"
"T65.4X2D",297.2,"295-306.99","psychological disorders"
"T65.4X2D",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.4X2S",297.2,"295-306.99","psychological disorders"
"T65.4X2S",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.4X3",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.4X3A",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.4X3D",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.4X3S",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.4X4",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.4X4A",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.4X4D",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.4X4S",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.5",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.5X",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.5X1",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.5X1A",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.5X1D",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.5X1S",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.5X2",297.2,"295-306.99","psychological disorders"
"T65.5X2",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.5X2A",297.2,"295-306.99","psychological disorders"
"T65.5X2A",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.5X2D",297.2,"295-306.99","psychological disorders"
"T65.5X2D",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.5X2S",297.2,"295-306.99","psychological disorders"
"T65.5X2S",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.5X3",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.5X3A",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.5X3D",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.5X3S",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.5X4",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.5X4A",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.5X4D",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.5X4S",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.6",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.6X",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.6X1",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.6X1A",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.6X1D",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.6X1S",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.6X2",297.2,"295-306.99","psychological disorders"
"T65.6X2",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.6X2A",297.2,"295-306.99","psychological disorders"
"T65.6X2A",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.6X2D",297.2,"295-306.99","psychological disorders"
"T65.6X2D",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.6X2S",297.2,"295-306.99","psychological disorders"
"T65.6X2S",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.6X3",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.6X3A",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.6X3D",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.6X3S",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.6X4",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.6X4A",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.6X4D",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.6X4S",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.8",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.81",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.811",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.811A",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.811D",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.811S",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.812",297.2,"295-306.99","psychological disorders"
"T65.812",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.812A",297.2,"295-306.99","psychological disorders"
"T65.812A",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.812D",297.2,"295-306.99","psychological disorders"
"T65.812D",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.812S",297.2,"295-306.99","psychological disorders"
"T65.812S",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.813",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.813A",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.813D",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.813S",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.814",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.814A",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.814D",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.814S",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.82",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.821",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.821A",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.821D",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.821S",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.822",297.2,"295-306.99","psychological disorders"
"T65.822",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.822A",297.2,"295-306.99","psychological disorders"
"T65.822A",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.822D",297.2,"295-306.99","psychological disorders"
"T65.822D",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.822S",297.2,"295-306.99","psychological disorders"
"T65.822S",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.823",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.823A",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.823D",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.823S",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.824",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.824A",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.824D",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.824S",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.83",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.831",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.831A",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.831D",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.831S",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.832",297.2,"295-306.99","psychological disorders"
"T65.832",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.832A",297.2,"295-306.99","psychological disorders"
"T65.832A",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.832D",297.2,"295-306.99","psychological disorders"
"T65.832D",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.832S",297.2,"295-306.99","psychological disorders"
"T65.832S",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.833",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.833A",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.833D",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.833S",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.834",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.834A",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.834D",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.834S",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.89",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.891",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.891A",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.891D",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.891S",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.892",297.2,"295-306.99","psychological disorders"
"T65.892",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.892A",297.2,"295-306.99","psychological disorders"
"T65.892A",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.892D",297.2,"295-306.99","psychological disorders"
"T65.892D",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.892S",297.2,"295-306.99","psychological disorders"
"T65.892S",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.893",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.893A",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.893D",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.893S",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.894",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.894A",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.894D",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.894S",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.9",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.91",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.91XA",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.91XD",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.91XS",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.92",297.2,"295-306.99","psychological disorders"
"T65.92",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.92XA",297.2,"295-306.99","psychological disorders"
"T65.92XA",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.92XD",297.2,"295-306.99","psychological disorders"
"T65.92XD",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.92XS",297.2,"295-306.99","psychological disorders"
"T65.92XS",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.93",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.93XA",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.93XD",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.93XS",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.94",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.94XA",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.94XD",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T65.94XS",989,"981-989.99","Toxic effects of substances chiefly nonmedicinal as to source"
"T66",990,"990-995.99","Other and unspecified effects of external causes"
"T66.XXXA",990,"990-995.99","Other and unspecified effects of external causes"
"T66.XXXD",990,"990-995.99","Other and unspecified effects of external causes"
"T66.XXXS",990,"990-995.99","Other and unspecified effects of external causes"
"T67",1014,"",""
"T67.0",1014,"",""
"T67.0XXA",1014,"",""
"T67.0XXD",1014,"",""
"T67.0XXS",1014,"",""
"T67.1",1014,"",""
"T67.1XXA",1014,"",""
"T67.1XXD",1014,"",""
"T67.1XXS",1014,"",""
"T67.2",1014,"",""
"T67.2XXA",1014,"",""
"T67.2XXD",1014,"",""
"T67.2XXS",1014,"",""
"T67.3",1014,"",""
"T67.3XXA",1014,"",""
"T67.3XXD",1014,"",""
"T67.3XXS",1014,"",""
"T67.4",1014,"",""
"T67.4XXA",1014,"",""
"T67.4XXD",1014,"",""
"T67.4XXS",1014,"",""
"T67.5",1014,"",""
"T67.5XXA",1014,"",""
"T67.5XXD",1014,"",""
"T67.5XXS",1014,"",""
"T67.6",1014,"",""
"T67.6XXA",1014,"",""
"T67.6XXD",1014,"",""
"T67.6XXS",1014,"",""
"T67.7",1014,"",""
"T67.7XXA",1014,"",""
"T67.7XXD",1014,"",""
"T67.7XXS",1014,"",""
"T67.8",1014,"",""
"T67.8XXA",1014,"",""
"T67.8XXD",1014,"",""
"T67.8XXS",1014,"",""
"T67.9",1014,"",""
"T67.9XXA",1014,"",""
"T67.9XXD",1014,"",""
"T67.9XXS",1014,"",""
"T68",780,"780-780.99","Hypothermia/Chills"
"T68.XXXA",780,"780-780.99","Hypothermia/Chills"
"T68.XXXD",780,"780-780.99","Hypothermia/Chills"
"T68.XXXS",780,"780-780.99","Hypothermia/Chills"
"T69",1014,"",""
"T69.0",1014,"",""
"T69.01",1014,"",""
"T69.011",1014,"",""
"T69.011A",1014,"",""
"T69.011D",1014,"",""
"T69.011S",1014,"",""
"T69.012",1014,"",""
"T69.012A",1014,"",""
"T69.012D",1014,"",""
"T69.012S",1014,"",""
"T69.019",1014,"",""
"T69.019A",1014,"",""
"T69.019D",1014,"",""
"T69.019S",1014,"",""
"T69.02",1014,"",""
"T69.021",1014,"",""
"T69.021A",1014,"",""
"T69.021D",1014,"",""
"T69.021S",1014,"",""
"T69.022",1014,"",""
"T69.022A",1014,"",""
"T69.022D",1014,"",""
"T69.022S",1014,"",""
"T69.029",1014,"",""
"T69.029A",1014,"",""
"T69.029D",1014,"",""
"T69.029S",1014,"",""
"T69.1",1014,"",""
"T69.1XXA",1014,"",""
"T69.1XXD",1014,"",""
"T69.1XXS",1014,"",""
"T69.8",1014,"",""
"T69.8XXA",1014,"",""
"T69.8XXD",1014,"",""
"T69.8XXS",1014,"",""
"T69.9",1014,"",""
"T69.9XXA",1014,"",""
"T69.9XXD",1014,"",""
"T69.9XXS",1014,"",""
"T70",1014,"",""
"T70.0",1014,"",""
"T70.0XXA",1014,"",""
"T70.0XXD",1014,"",""
"T70.0XXS",1014,"",""
"T70.1",1014,"",""
"T70.1XXA",1014,"",""
"T70.1XXD",1014,"",""
"T70.1XXS",1014,"",""
"T70.2",1014,"",""
"T70.20",1014,"",""
"T70.20XA",1014,"",""
"T70.20XD",1014,"",""
"T70.20XS",1014,"",""
"T70.29",1014,"",""
"T70.29XA",1014,"",""
"T70.29XD",1014,"",""
"T70.29XS",1014,"",""
"T70.3",1014,"",""
"T70.3XXA",1014,"",""
"T70.3XXD",1014,"",""
"T70.3XXS",1014,"",""
"T70.4",1014,"",""
"T70.4XXA",1014,"",""
"T70.4XXD",1014,"",""
"T70.4XXS",1014,"",""
"T70.8",1014,"",""
"T70.8XXA",1014,"",""
"T70.8XXD",1014,"",""
"T70.8XXS",1014,"",""
"T70.9",1014,"",""
"T70.9XXA",1014,"",""
"T70.9XXD",1014,"",""
"T70.9XXS",1014,"",""
"T71",1013,"",""
"T71.1",1013,"",""
"T71.11",1013,"",""
"T71.111",1013,"",""
"T71.111A",1013,"",""
"T71.111D",1013,"",""
"T71.111S",1013,"",""
"T71.112",297.2,"295-306.99","psychological disorders"
"T71.112",1013,"",""
"T71.112A",297.2,"295-306.99","psychological disorders"
"T71.112A",1013,"",""
"T71.112D",297.2,"295-306.99","psychological disorders"
"T71.112D",1013,"",""
"T71.112S",297.2,"295-306.99","psychological disorders"
"T71.112S",1013,"",""
"T71.113",1013,"",""
"T71.113A",1013,"",""
"T71.113D",1013,"",""
"T71.113S",1013,"",""
"T71.114",1013,"",""
"T71.114A",1013,"",""
"T71.114D",1013,"",""
"T71.114S",1013,"",""
"T71.12",1013,"",""
"T71.121",1013,"",""
"T71.121A",1013,"",""
"T71.121D",1013,"",""
"T71.121S",1013,"",""
"T71.122",297.2,"295-306.99","psychological disorders"
"T71.122",1013,"",""
"T71.122A",297.2,"295-306.99","psychological disorders"
"T71.122A",1013,"",""
"T71.122D",297.2,"295-306.99","psychological disorders"
"T71.122D",1013,"",""
"T71.122S",297.2,"295-306.99","psychological disorders"
"T71.122S",1013,"",""
"T71.123",1013,"",""
"T71.123A",1013,"",""
"T71.123D",1013,"",""
"T71.123S",1013,"",""
"T71.124",1013,"",""
"T71.124A",1013,"",""
"T71.124D",1013,"",""
"T71.124S",1013,"",""
"T71.13",1013,"",""
"T71.131",1013,"",""
"T71.131A",1013,"",""
"T71.131D",1013,"",""
"T71.131S",1013,"",""
"T71.132",297.2,"295-306.99","psychological disorders"
"T71.132",1013,"",""
"T71.132A",297.2,"295-306.99","psychological disorders"
"T71.132A",1013,"",""
"T71.132D",297.2,"295-306.99","psychological disorders"
"T71.132D",1013,"",""
"T71.132S",297.2,"295-306.99","psychological disorders"
"T71.132S",1013,"",""
"T71.133",1013,"",""
"T71.133A",1013,"",""
"T71.133D",1013,"",""
"T71.133S",1013,"",""
"T71.134",1013,"",""
"T71.134A",1013,"",""
"T71.134D",1013,"",""
"T71.134S",1013,"",""
"T71.14",1013,"",""
"T71.141",1013,"",""
"T71.141A",1013,"",""
"T71.141D",1013,"",""
"T71.141S",1013,"",""
"T71.143",1013,"",""
"T71.143A",1013,"",""
"T71.143D",1013,"",""
"T71.143S",1013,"",""
"T71.144",1013,"",""
"T71.144A",1013,"",""
"T71.144D",1013,"",""
"T71.144S",1013,"",""
"T71.15",1013,"",""
"T71.151",1013,"",""
"T71.151A",1013,"",""
"T71.151D",1013,"",""
"T71.151S",1013,"",""
"T71.152",297.2,"295-306.99","psychological disorders"
"T71.152",1013,"",""
"T71.152A",297.2,"295-306.99","psychological disorders"
"T71.152A",1013,"",""
"T71.152D",297.2,"295-306.99","psychological disorders"
"T71.152D",1013,"",""
"T71.152S",297.2,"295-306.99","psychological disorders"
"T71.152S",1013,"",""
"T71.153",1013,"",""
"T71.153A",1013,"",""
"T71.153D",1013,"",""
"T71.153S",1013,"",""
"T71.154",1013,"",""
"T71.154A",1013,"",""
"T71.154D",1013,"",""
"T71.154S",1013,"",""
"T71.16",1013,"",""
"T71.161",1013,"",""
"T71.161A",1013,"",""
"T71.161D",1013,"",""
"T71.161S",1013,"",""
"T71.162",297.2,"295-306.99","psychological disorders"
"T71.162",1013,"",""
"T71.162A",297.2,"295-306.99","psychological disorders"
"T71.162A",1013,"",""
"T71.162D",297.2,"295-306.99","psychological disorders"
"T71.162D",1013,"",""
"T71.162S",297.2,"295-306.99","psychological disorders"
"T71.162S",1013,"",""
"T71.163",1013,"",""
"T71.163A",1013,"",""
"T71.163D",1013,"",""
"T71.163S",1013,"",""
"T71.164",1013,"",""
"T71.164A",1013,"",""
"T71.164D",1013,"",""
"T71.164S",1013,"",""
"T71.19",1013,"",""
"T71.191",1013,"",""
"T71.191A",1013,"",""
"T71.191D",1013,"",""
"T71.191S",1013,"",""
"T71.192",297.2,"295-306.99","psychological disorders"
"T71.192",1013,"",""
"T71.192A",297.2,"295-306.99","psychological disorders"
"T71.192A",1013,"",""
"T71.192D",297.2,"295-306.99","psychological disorders"
"T71.192D",1013,"",""
"T71.192S",297.2,"295-306.99","psychological disorders"
"T71.192S",1013,"",""
"T71.193",1013,"",""
"T71.193A",1013,"",""
"T71.193D",1013,"",""
"T71.193S",1013,"",""
"T71.194",1013,"",""
"T71.194A",1013,"",""
"T71.194D",1013,"",""
"T71.194S",1013,"",""
"T71.2",1013,"",""
"T71.20",1013,"",""
"T71.20XA",1013,"",""
"T71.20XD",1013,"",""
"T71.20XS",1013,"",""
"T71.21",1013,"",""
"T71.21XA",1013,"",""
"T71.21XD",1013,"",""
"T71.21XS",1013,"",""
"T71.22",1013,"",""
"T71.221",1013,"",""
"T71.221A",1013,"",""
"T71.221D",1013,"",""
"T71.221S",1013,"",""
"T71.222",297.2,"295-306.99","psychological disorders"
"T71.222",1013,"",""
"T71.222A",297.2,"295-306.99","psychological disorders"
"T71.222A",1013,"",""
"T71.222D",297.2,"295-306.99","psychological disorders"
"T71.222D",1013,"",""
"T71.222S",297.2,"295-306.99","psychological disorders"
"T71.222S",1013,"",""
"T71.223",1013,"",""
"T71.223A",1013,"",""
"T71.223D",1013,"",""
"T71.223S",1013,"",""
"T71.224",1013,"",""
"T71.224A",1013,"",""
"T71.224D",1013,"",""
"T71.224S",1013,"",""
"T71.23",1013,"",""
"T71.231",1013,"",""
"T71.231A",1013,"",""
"T71.231D",1013,"",""
"T71.231S",1013,"",""
"T71.232",297.2,"295-306.99","psychological disorders"
"T71.232",1013,"",""
"T71.232A",297.2,"295-306.99","psychological disorders"
"T71.232A",1013,"",""
"T71.232D",297.2,"295-306.99","psychological disorders"
"T71.232D",1013,"",""
"T71.232S",297.2,"295-306.99","psychological disorders"
"T71.232S",1013,"",""
"T71.233",1013,"",""
"T71.233A",1013,"",""
"T71.233D",1013,"",""
"T71.233S",1013,"",""
"T71.234",1013,"",""
"T71.234A",1013,"",""
"T71.234D",1013,"",""
"T71.234S",1013,"",""
"T71.29",1013,"",""
"T71.29XA",1013,"",""
"T71.29XD",1013,"",""
"T71.29XS",1013,"",""
"T71.9",1013,"",""
"T71.9XXA",1013,"",""
"T71.9XXD",1013,"",""
"T71.9XXS",1013,"",""
"T73",1015,"",""
"T73.0",1015,"",""
"T73.0XXA",1015,"",""
"T73.0XXD",1015,"",""
"T73.0XXS",1015,"",""
"T73.1",1015,"",""
"T73.1XXA",1015,"",""
"T73.1XXD",1015,"",""
"T73.1XXS",1015,"",""
"T73.2",1015,"",""
"T73.2XXA",1015,"",""
"T73.2XXD",1015,"",""
"T73.2XXS",1015,"",""
"T73.3",1015,"",""
"T73.3XXA",1015,"",""
"T73.3XXD",1015,"",""
"T73.3XXS",1015,"",""
"T73.8",1015,"",""
"T73.8XXA",1015,"",""
"T73.8XXD",1015,"",""
"T73.8XXS",1015,"",""
"T73.9",1015,"",""
"T73.9XXA",1015,"",""
"T73.9XXD",1015,"",""
"T73.9XXS",1015,"",""
"T74",1015,"",""
"T74.0",1015,"",""
"T74.01",1015,"",""
"T74.01XA",1015,"",""
"T74.01XD",1015,"",""
"T74.01XS",1015,"",""
"T74.02",1015,"",""
"T74.02XA",1015,"",""
"T74.02XD",1015,"",""
"T74.02XS",1015,"",""
"T74.1",1015,"",""
"T74.11",1015,"",""
"T74.11XA",1015,"",""
"T74.11XD",1015,"",""
"T74.11XS",1015,"",""
"T74.12",1015,"",""
"T74.12XA",1015,"",""
"T74.12XD",1015,"",""
"T74.12XS",1015,"",""
"T74.2",1015,"",""
"T74.21",1015,"",""
"T74.21XA",1015,"",""
"T74.21XD",1015,"",""
"T74.21XS",1015,"",""
"T74.22",1015,"",""
"T74.22XA",1015,"",""
"T74.22XD",1015,"",""
"T74.22XS",1015,"",""
"T74.3",1015,"",""
"T74.31",1015,"",""
"T74.31XA",1015,"",""
"T74.31XD",1015,"",""
"T74.31XS",1015,"",""
"T74.32",1015,"",""
"T74.32XA",1015,"",""
"T74.32XD",1015,"",""
"T74.32XS",1015,"",""
"T74.4",1015,"",""
"T74.4XXA",1015,"",""
"T74.4XXD",1015,"",""
"T74.4XXS",1015,"",""
"T74.9",1015,"",""
"T74.91",1015,"",""
"T74.91XA",1015,"",""
"T74.91XD",1015,"",""
"T74.91XS",1015,"",""
"T74.92",1015,"",""
"T74.92XA",1015,"",""
"T74.92XD",1015,"",""
"T74.92XS",1015,"",""
"T75",1015,"",""
"T75.0",1015,"",""
"T75.00",1015,"",""
"T75.00XA",1015,"",""
"T75.00XD",1015,"",""
"T75.00XS",1015,"",""
"T75.01",1015,"",""
"T75.01XA",1015,"",""
"T75.01XD",1015,"",""
"T75.01XS",1015,"",""
"T75.09",1015,"",""
"T75.09XA",1015,"",""
"T75.09XD",1015,"",""
"T75.09XS",1015,"",""
"T75.1",1015,"",""
"T75.1XXA",1015,"",""
"T75.1XXD",1015,"",""
"T75.1XXS",1015,"",""
"T75.2",1015,"",""
"T75.20",1015,"",""
"T75.20XA",1015,"",""
"T75.20XD",1015,"",""
"T75.20XS",1015,"",""
"T75.21",1015,"",""
"T75.21XA",1015,"",""
"T75.21XD",1015,"",""
"T75.21XS",1015,"",""
"T75.22",1015,"",""
"T75.22XA",1015,"",""
"T75.22XD",1015,"",""
"T75.22XS",1015,"",""
"T75.23",1015,"",""
"T75.23XA",1015,"",""
"T75.23XD",1015,"",""
"T75.23XS",1015,"",""
"T75.29",1015,"",""
"T75.29XA",1015,"",""
"T75.29XD",1015,"",""
"T75.29XS",1015,"",""
"T75.3",1015,"",""
"T75.3XXA",1015,"",""
"T75.3XXD",1015,"",""
"T75.3XXS",1015,"",""
"T75.4",1015,"",""
"T75.4XXA",1015,"",""
"T75.4XXD",1015,"",""
"T75.4XXS",1015,"",""
"T75.8",1015,"",""
"T75.81",1015,"",""
"T75.81XA",1015,"",""
"T75.81XD",1015,"",""
"T75.81XS",1015,"",""
"T75.82",1015,"",""
"T75.82XA",1015,"",""
"T75.82XD",1015,"",""
"T75.82XS",1015,"",""
"T75.89",1015,"",""
"T75.89XA",1015,"",""
"T75.89XD",1015,"",""
"T75.89XS",1015,"",""
"T76",1015,"",""
"T76.0",1015,"",""
"T76.01",1015,"",""
"T76.01XA",1015,"",""
"T76.01XD",1015,"",""
"T76.01XS",1015,"",""
"T76.02",1015,"",""
"T76.02XA",1015,"",""
"T76.02XD",1015,"",""
"T76.02XS",1015,"",""
"T76.1",1015,"",""
"T76.11",1015,"",""
"T76.11XA",1015,"",""
"T76.11XD",1015,"",""
"T76.11XS",1015,"",""
"T76.12",1015,"",""
"T76.12XA",1015,"",""
"T76.12XD",1015,"",""
"T76.12XS",1015,"",""
"T76.2",1015,"",""
"T76.21",1015,"",""
"T76.21XA",1015,"",""
"T76.21XD",1015,"",""
"T76.21XS",1015,"",""
"T76.22",1015,"",""
"T76.22XA",1015,"",""
"T76.22XD",1015,"",""
"T76.22XS",1015,"",""
"T76.3",1015,"",""
"T76.31",1015,"",""
"T76.31XA",1015,"",""
"T76.31XD",1015,"",""
"T76.31XS",1015,"",""
"T76.32",1015,"",""
"T76.32XA",1015,"",""
"T76.32XD",1015,"",""
"T76.32XS",1015,"",""
"T76.9",1015,"",""
"T76.91",1015,"",""
"T76.91XA",1015,"",""
"T76.91XD",1015,"",""
"T76.91XS",1015,"",""
"T76.92",1015,"",""
"T76.92XA",1015,"",""
"T76.92XD",1015,"",""
"T76.92XS",1015,"",""
